,
",",không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
1 môn e học tận 3 giáo viên,rất tệ
1 vài lần giáo viên không đến lớp.thông báo học bù rồi lại không đến lớp nhìu lần,rất tệ
?,không liên quan
"As the most boring subject I have ever learned, when she comes to class, she just turn on the sound, we can not image the lecture, I can not improve any listening skill in Listening 5. ",rất tệ
Bad,rất tệ
"Bài giảng cứng nhắc, thiếu hoạt động trong lớp.",rất tệ
"Bài giảng dài dòng, thầy hay nói rất nhiều thay vì giảng bài học",rất tệ
Bài giảng khó hiểu,rất tệ
Bài hơi dài,rất tệ
"Bài học còn vài câu lủng củng, khó dịch",rất tệ
Bài học có phần khó hiểu và dễ nhầm lẫn,rất tệ
Bài kiểm tra cần được gần với nội dung học.,rất tệ
Bài tập hơi nhiều,rất tệ
Bài ôn tập nên bám sát hơn vào sách,rất tệ
Bám sát vào sách nhiều. ,rất tệ
Bổ sung thêm nhiều phương pháp dạy mới,rất tệ
"Cac chu de speaking can thuc te hon ,giang vien nhiet tinh trong cac tiet hoc",rất tệ
Can hoi nhung cau hoi kich thich hoc tap nhieu hon cho hoc sinh. hon la cu giang va giang.,rất tệ
Cách kiểm tra đánh giá không hợp lí. Một số bạn có thực lực học tốt nhưng điểm số lại thấp. Cách giảng dạy môn này sv không tích lũy được kinh nghiệm nhiều.,rất tệ
Cách tímh điểm không công bằng,rất tệ
Cho cá nhân lên nói nhiều hơn,rất tệ
"Cho thực hành thêm nhiều, bắt buộc sinh viên phải dịch bài, vì có nhiều sinh viên lợi dụng thiếu thời gian mà không thực hành phiên dịch.",rất tệ
Cho ôn đề cương không liên quan nhiều đến bài thi,rất tệ
Cho điểm không công bằng,rất tệ
Chu đáo,rất tệ
Chưa chuẩn bị giáo trình,rất tệ
Chưa hiểu lắm,rất tệ
Chưa hiểu rõ hết bài học!,rất tệ
Chưa hài lòng về cách làm tròn điểm của gv,rất tệ
Chưa hài lòng.,rất tệ
Chưa thực sự tốt,rất tệ
Chưa tiếp thu được nhiều kiến thức,rất tệ
Chủ đề viết báo cáo có thể do sinh viên tự tìm hiểu rồi xin ý kiến của giảng viên để viết.,rất tệ
Co nói hơi nhanh,rất tệ
Cách chấm điểm giữa kỳ của GV không hợp lý. Phổ biến điểm cộng vào buổi đầu nhưng đến ngày cuối lại bỏ hết điểm cộng của SV chỉ cộng cho 1 người! Trừ 2đ/buổi vắng là quá cao. Trong khi điểm kiểm tra kiến thức của SV vẫn đạt điểm trên 8 mà bị kéo xuống bởi điểm vắng mặt do có lí do khách quan.,rất tệ
"Cách dạy chưa chuyên nghiệp,lên lớp chỉ cho làm bài tập trên bảng rồi chép vào sách",rất tệ
Cách dạy chưa hay,rất tệ
Cách dạy của cô em chưa thể hiểu được,rất tệ
"Cách dạy của cô rất khó hiểu, gây nhiều áp lực cho sinh viên, số lượng kiến thức truyền đạt các bạn trong lớp không thể hiểu. Cô chỉ chửi mà không hướng dẫn 1 cách tận tình. ",rất tệ
Cách dạy của giảng viên tuy dễ hiểu nhưng không tạo được hứng thú cho sinh viên,rất tệ
Cách dạy hay...sách hơi giày,rất tệ
